DE-BB,DE-BE,DE-BW,DE-BY,DE-HB,DE-HE,DE-HH
3.0058255905770976e-07,0.0,4.508738385865646e-06,5.109903503981065e-06,3.0058255905770976e-07,1.3526215157596939e-06,3.0058255905770976e-07
1.0347326881501767e-05,3.362273998995028e-05,0.00014368149941705052,0.000119208310353569,6.9680502327014535e-06,2.8834672357283532e-05,2.5680073580910196e-05
7.216865795477002e-05,0.00020821566399050124,0.0010754221544654484,0.0011033262353646392,2.8235025332900728e-05,0.00027387929030101726,0.0002241936005262709
0.0002078300681824171,0.0005379061522773652,0.002912722420049571,0.0036441263175797387,5.618161285660467e-05,0.0006691195478684513,0.0004587026479656587
0.0003130157467278241,0.000720690710059105,0.003979155941524208,0.005258045162784538,7.406323893307315e-05,0.0009533765269256224,0.0006184152171991203
0.0004105730042668423,0.0008478599039465054,0.004689333852484955,0.006219047074529084,0.00011557854823888724,0.0011866468098791967,0.0007070536740590271
0.0004591854017726301,0.000925653099180613,0.004948795806607332,0.006594854214225318,0.00014669795166375593,0.0013047104775583743,0.0007388820272570269
0.0004776697110609466,0.0009715116746554375,0.005133705695614732,0.00686453901154312,0.00018215910316390257,0.0014031543018372392,0.0007539658065842864
0.0004863334719929787,0.0010106450948947792,0.00522194489382296,0.007033707786637039,0.00020079977610667842,0.0014921738002240323,0.0007586187638747505
0.0004913021927798266,0.0010560831584056696,0.005273024193644248,0.007125377876680977,0.00022866135038135594,0.0015364140877798897,0.00076443609905813
0.000501048354543213,0.0011377125765020945,0.0053126115239096414,0.007188018978369857,0.0002432456768705853,0.0015758738981717436,0.0007698769469958211
0.0005136287973053909,0.0012315702396147306,0.005369540038882692,0.007263293656101557,0.0002494835240178991,0.0016217264012716379,0.0007797779543199342
0.0005214242086223674,0.0012913026737119211,0.005424044158164758,0.007377074781361029,0.00025323169744372476,0.0016691212876038689,0.00078511708997754
0.0005278791431734451,0.0013202724564114073,0.005501003919939659,0.007490212234877871,0.00025837955329102117,0.001720533049952598,0.0007882716887539134
0.0005399950492534429,0.001384641148768003,0.005624049971249278,0.00765385363069134,0.00026629944829407206,0.0018055721065724753,0.0008124564400081981
0.0005523568865181245,0.0014680406641566569,0.005725660539054378,0.007821294815117544,0.0002717038619821804,0.0019290204527212375,0.0008641156516353436
0.0005726674625667765,0.001597763291702315,0.006007209238892565,0.008231558128262931,0.00028337496659852217,0.0021624577259853994,0.0009080067776326997
0.0005875129011780156,0.0017021018739449229,0.006381953712975967,0.008679878533191238,0.0003001741918436364,0.002351024702794668,0.0009518857588801948
0.0006059471133731558,0.0018391143875945972,0.0067940539195378204,0.009287700492324176,0.0003175381479572833,0.0025155481110667862,0.001024235069989146
0.0006254455092748589,0.0020163685299084215,0.007188703638643267,0.009894207782284664,0.0003350630220065874,0.0026825080597797503,0.0011082296781209846
0.0006718172004313075,0.002344780783272424,0.007662927276931178,0.010443223344497304,0.0003841976437563946,0.0029696676340536807,0.001247206605060662
0.0007702837961161622,0.0028882203872051715,0.008478500363372436,0.011250978248215596,0.00047298487380209787,0.003438045093377294,0.0014058929429308766
0.0010185907974912848,0.003911898316794447,0.010444626063106243,0.01357035069668525,0.0006361996852767019,0.00483707473454302,0.0017723349623906099
0.0014466537596515812,0.005385193103359684,0.013677365678178456,0.017819827516801227,0.0009231953054275099,0.007046550859614961,0.002391409032269685
0.0020125277527649078,0.007180648633298015,0.017613177007449052,0.023781677633057004,0.0012271738401650792,0.009761222771307624,0.0030822692004829114
0.0027148844448152227,0.009126847834697516,0.02108998055191372,0.029125625647795257,0.0014344725755410803,0.012169519078258905,0.0036117074259197504
0.0035185723754238393,0.01072428473624732,0.025054511178417924,0.03474656352689269,0.0016150118726922832,0.014490637334521066,0.004038401067533229
0.0046899760061338575,0.012546643923315058,0.03000482052447669,0.041249381790484534,0.0018148218516852975,0.01723193357409633,0.004667145394489062
0.006048782235760218,0.01410069218789299,0.03464770981730601,0.046924418457837375,0.001979084147835405,0.019790852105010172,0.005327057703869202
0.007647278766735389,0.015542333202039483,0.03821154871164896,0.05201680316014407,0.002118811013078994,0.02200511781580852,0.005987619757366905
0.00917488639277238,0.01687601649848481,0.04138770441902542,0.056498950616189245,0.0022432840724972707,0.023924663845544505,0.006473605585895116
0.01023782222628707,0.017819569440866677,0.04369783926713211,0.059808909587064626,0.0023648985614170338,0.025527482389376424,0.006897852060411617
0.010759797502934376,0.01837457843713568,0.04525618525506709,0.062080569867611936,0.002488618646343934,0.026620351995110817,0.007193279173153368
0.011197702266763214,0.018912404130445218,0.04654435761950236,0.06399678216351111,0.0025985863201470776,0.027533412506779393,0.0074976812560423375
0.01154142145923317,0.019429230033151494,0.047779540922200714,0.06580288408479626,0.00271698396844743,0.028392838766874685,0.007830430703200417
0.011981322516320397,0.020100786121460792,0.04970139293631655,0.0684772597164504,0.0028315286948544065,0.02963081232585359,0.008210172741851589
0.012564077711740401,0.0209497026186452,0.05212053754108111,0.07156645294244778,0.0029815193918242048,0.03121832696676703,0.0086898281195148
0.013483403396243472,0.022191796284014412,0.055811114490691385,0.07623490845182807,0.0032045911210820724,0.033589059562398486,0.00941065242182237
0.01412234627689501,0.02321177613727104,0.05918182909083976,0.0806733378445614,0.0033969609226915417,0.03553488379464605,0.009986750776224858
0.014972158449381658,0.024533461938947513,0.06436451759883104,0.08669653109236468,0.003670468280028069,0.038211366540401054,0.0105540684764779
0.01553801877965139,0.02550487645560406,0.06874122281848997,0.0908436413339967,0.0038542350444548093,0.040268667431621955,0.010972716221308519
0.015973143913855806,0.026173107918638933,0.0719579647618079,0.09393847883249191,0.003974820265823861,0.04187190345123035,0.011252774153101277
0.01618570132592159,0.026561774830344147,0.07363236597941379,0.09551889334901793,0.004042006540148188,0.04275341493894772,0.011397375617320292
0.016286630269640744,0.026813441373149543,0.07460803571280286,0.09645371269815606,0.004088891346986261,0.04328705524783644,0.011491650756209398
0.016323553345405396,0.02692727107740846,0.07516180442649231,0.09699087802069191,0.004107711154989485,0.04354091999036667,0.011555011434327536
0.016338287963174155,0.02697933410196848,0.07538240318105977,0.09721590050039618,0.004118104024682966,0.04365644692341864,0.011600628632898876
0.01635506593510701,0.027041641223036185,0.07554181668582789,0.0974114233826883,0.004131695517871065,0.04378211168641702,0.011646755910964373
0.01638604415581475,0.02716125790060383,0.07576508728536474,0.09770777653260694,0.004149290224232069,0.04396069112455942,0.011710180349019283
0.016427365149122786,0.02742326721600953,0.07614743589095481,0.09816303614398703,0.004181740995860441,0.044255890523241276,0.011856160242347513
0.016494648581446003,0.02773082237958114,0.07656541871073054,0.0986245002044523,0.004221751874277234,0.04455220875700407,0.012095123376798392
0.016641965915352667,0.028406260233564733,0.07762123772082673,0.09974407915131832,0.0043030822279083334,0.04528253784417154,0.012475425592036897
0.016788792904983696,0.02902811848734943,0.07941556075284055,0.10169551881228284,0.00442024414791034,0.04629387215362095,0.012841319579659158
0.017058889105703037,0.029878320809925352,0.08215697995800814,0.10468400625433973,0.004622395027439044,0.04814023088450757,0.013247890888846826
0.017287132980307922,0.03049456970736803,0.08435692852681419,0.10730968447523903,0.00478042099453557,0.04921802885566456,0.013519890779106866
0.017537421094004108,0.031203762375496314,0.08674531199827477,0.11027413593922747,0.004975256180366806,0.05027057485567324,0.013822753514950964
0.01781496050829446,0.031883176116965624,0.08888296407266925,0.11308675677664216,0.005115564475509987,0.05110955542937768,0.014080506095530415
0.018293134226474633,0.03285612846257332,0.09230854865268923,0.11834240486942288,0.005233319970161443,0.0522151709500911,0.014482166371493075
0.019111335133167054,0.034206236015111816,0.09673439001219178,0.1256404719805638,0.005356740990623018,0.054006456276545954,0.015005295399377174
0.021142778333840335,0.03664867121392213,0.10628762786975621,0.14118244235820113,0.005513766533949751,0.056672904422728355,0.015756473985868377
0.024780250846590014,0.03993858527515207,0.11834342654650491,0.16138840504964488,0.0057865057358575745,0.0602525831070774,0.016717803805859164
0.029003894265658095,0.04302357489960383,0.132436169995614,0.17896241068451135,0.0061403096249932915,0.06439959011833564,0.017757424755828366
0.0328725208386981,0.04597266932739313,0.14374219432257418,0.19046533935906032,0.006507234398259997,0.06808505716444194,0.018966531762481597
0.03547138496999823,0.048447379198958834,0.15019297688729313,0.19702729344591235,0.006933219090100341,0.07069556811085868,0.0203974960234066
0.03825578444492364,0.0528270705089899,0.15769413609607694,0.20457978243998334,0.007950722932479087,0.07500804126659702,0.02281826043418388
0.04131617184234464,0.06072660635699266,0.1700123114669147,0.21992959706722756,0.009921184307913234,0.08322655896969679,0.027165631528647514
0.04954512036748118,0.07798758106419384,0.19795484871653993,0.2573411665512566,0.012437972701559559,0.10195202959218898,0.036853203982517305
0.05860448134529539,0.09121974298387718,0.23523651188368203,0.31016908871083076,0.014442490991791216,0.12523727235755636,0.044255872306116543
0.0703704273494885,0.10332958731560064,0.28338654206323355,0.3724200418285226,0.01611337478621863,0.14770851781777664,0.050044857089039434
0.07804914431933258,0.11174060537637086,0.31992030420825274,0.4219326704358444,0.017194641601554643,0.1609200792055082,0.05291383260199624
0.0880741692747442,0.11982734647110482,0.36984862635000215,0.48301244004641813,0.01861378902086499,0.17757296780526718,0.05687467881501141
0.09668716363426387,0.12861780902415462,0.41998012863883033,0.5494973535481849,0.020557876553882422,0.19682574676768935,0.06227748028757568
0.10477606194019175,0.1380883244361351,0.4666664082871134,0.618480709280839,0.023519082333470498,0.2210985504946531,0.06899997734093294
0.10917281510568366,0.14362077870393344,0.4939852746790376,0.655085161460518,0.025302821215980528,0.23682996834346481,0.07459565565841345
0.11252822883910094,0.14743344226961425,0.515305962971684,0.6822581709247056,0.027012111263749368,0.2515311607244182,0.07964883559007532
0.11552613908895619,0.15159880758838098,0.5311569899075944,0.7042553779540734,0.02817247228064834,0.2629269818137563,0.08320859992083991
0.11737467476625539,0.15462044716137074,0.5432338278453834,0.7221015368066669,0.029119144905650735,0.2716182551585045,0.08564314406842813
0.11853422967538235,0.15702072034294517,0.5509038476562335,0.7326471768267413,0.02983552726569668,0.2774724466215245,0.08728344586461202
0.11933027400404725,0.15855005252346238,0.5559210138502766,0.7398251384341326,0.03024723884026298,0.28224795810092873,0.08871113104307458
0.12093148640471008,0.1610836097804792,0.5644539955615251,0.7527024079914738,0.03105181789189265,0.291380087383722,0.09123433945511616
0.12292528847128316,0.16444458580933283,0.5753273115595031,0.7672215095834813,0.03203854997431127,0.30093235062511015,0.09444957089517012
0.12621502339745266,0.16951201001448787,0.5949550961081309,0.7925054821476777,0.03339217646812196,0.3155421416186105,0.09836095609628294
0.12880006376722367,0.17343411447544674,0.6149511595696349,0.8170738845319755,0.034545666592787135,0.3296352979892149,0.10110796644066777
0.13225634723870455,0.17764620368311584,0.6376606121536272,0.8480470439152061,0.03583859362679294,0.34466343766308033,0.103416394951419
0.13414028941612952,0.18009021769940808,0.6478808943249275,0.8606277189457251,0.036436338479728776,0.3517646338246945,0.10472268272836555
0.13651260234733667,0.18262637089670763,0.6552499125828496,0.870051228103369,0.03706486268309338,0.3580260174972387,0.10609911706241504
0.13805192662080198,0.18459909271370967,0.6595424182517228,0.876717127586187,0.037455258703560035,0.3617935314372179,0.1069520716889282
0.13990008429276174,0.1865683487227201,0.664288395217559,0.8842800974993879,0.03794066462028239,0.36593953195233136,0.1078361077665229
0.1416196548712879,0.18826988586579652,0.6691775329766622,0.893069207430922,0.03842340021012908,0.37071731905424093,0.10863860702973889
0.14450576662629844,0.1908153358691146,0.681095547948145,0.91290575263919,0.03914234511239567,0.37960165596943435,0.10983869504152666
0.1482166359348326,0.19415638995391515,0.6987270938897587,0.9410731727038963,0.0401593646828737,0.39208027866687223,0.11133183131317717
0.1523596017805746,0.1980220683889264,0.7170953707198103,0.9620459457929961,0.04105771942055443,0.40457441020988233,0.11304457806037518
0.15481877092659954,0.2006950215667531,0.7249461970123084,0.9711523433870215,0.04170694435005697,0.41142160955481155,0.11439217772206739
0.1566118142055967,0.2022510934502766,0.730209930472309,0.9769539663002683,0.04224056644182089,0.4149445494859041,0.11541637332161948
0.15803630835103333,0.20369414780968814,0.7341839901731728,0.980796240284204,0.042692838444735204,0.41806480594585826,0.11633144378939005
0.15974833552180207,0.20540230839571993,0.7373122727946912,0.9838757890607179,0.043136302467812866,0.4203846353405414,0.11725309519349147
0.16212905413800668,0.2079043849430035,0.7416271217671211,0.9880696930235641,0.043865690336866124,0.423608720303244,0.1183154784408875
0.16368244658609213,0.20991421656129927,0.7452896777426148,0.9916506453885549,0.044418287082194,0.4267883266376747,0.11930226062039931
0.1648858379698421,0.21161591462231133,0.7484612518431062,0.9952620340147907,0.044904738965498125,0.4299536294929567,0.12000868732174677
0.16534543477501626,0.21228958541519014,0.7500622213487719,0.9974124578117577,0.04508116878291514,0.4315057953213062,0.12032906430498404
0.16573866811266916,0.2128743718200244,0.7515661102783304,1.0,0.04522475008814584,0.43291763767357516,0.12053225356062584
